"id" "date" "base" "base_trend+meanShift.ref" "base_mean_adj.ref" "base_trend+meanShift.base" "base_mean_adj.base" "base_anomaly" "fit_of_base_anomaly" "annualC+meanShifts" "QM_adjusted" "fit_of_deseason_base"
425 1989-05-01 6.29 6.2324 6.4651 5.9548 7.6218 -2.848 -1.901 7.237 5.6069 -1.1195
426 1989-06-01 8 6.2317 8.1751 5.95 9.3318 -0.7872 -1.9058 6.8814 7.3169 -1.1173
427 1989-07-01 7.01 6.231 7.1851 5.9452 8.3418 -1.6479 -1.9107 6.7473 6.3269 -1.1151
428 1989-08-01 4.76 6.2304 4.9351 5.9404 6.0918 -3.4377 -1.9155 6.2822 4.0769 -1.1128
429 1989-09-01 4.56 6.2297 4.7351 5.9356 5.8918 -2.7514 -1.9203 5.3912 3.8769 -1.1106
430 1989-10-01 4.28 6.229 4.4551 5.9308 5.6118 -2.8124 -1.9251 5.1674 3.5969 -1.1084
431 1989-11-01 3.69 6.2283 3.8651 5.926 5.0218 -3.0798 -1.9299 4.8399 3.0069 -1.1061
432 1989-12-01 2.42 6.2276 2.5951 5.9212 3.7518 -4.2808 -1.9347 4.7661 1.7369 -1.1039
433 1990-01-01 4.95 6.2269 5.1251 5.9164 6.2818 -1.3789 -1.9395 4.3894 4.2669 -1.1017
434 1990-02-01 5.41 6.2263 5.5851 5.9116 6.7418 -1.7675 -1.9443 5.2332 4.7269 -1.0995
435 1990-03-01 4.81 6.2256 4.9851 5.9068 6.1418 -3.9338 -1.9491 6.7947 4.1269 -1.0972
436 1990-04-01 5.93 6.2249 6.1051 5.902 7.2618 -3.4352 -1.9539 7.4113 5.2469 -1.095
437 1990-05-01 6.37 6.2242 6.5451 5.8972 7.7018 -2.768 -1.9587 7.1793 5.6869 -1.0928
438 1990-06-01 6.73 6.2235 6.9051 5.8924 8.0618 -2.0572 -1.9635 6.8237 6.0469 -1.0905
439 1990-07-01 7.02 6.2228 7.1951 5.8876 8.3518 -1.6379 -1.9683 6.6896 6.3369 -1.0883
440 1990-08-01 6.17 6.2221 6.3451 5.8828 7.5018 -2.0277 -1.9731 6.2245 5.4869 -1.0861
441 1990-09-01 5.31 6.2215 5.4851 5.878 6.6418 -2.0014 -1.9779 5.3335 4.6269 -1.0838
442 1990-10-01 6.06 6.2208 6.2351 5.8732 7.3918 -1.0324 -1.9827 5.1097 5.3769 -1.0816
443 1990-11-01 6.36 6.2201 6.5351 5.8684 7.6918 -0.4098 -1.9875 4.7822 5.6769 -1.0794
444 1990-12-01 4.5 6.2194 4.6751 5.8636 5.8318 -2.2008 -1.9923 4.7085 3.8169 -1.0771
445 1991-01-01 2.74 6.2187 2.9151 5.8588 4.0718 -3.5889 -1.9971 4.3318 2.0569 -1.0749
446 1991-02-01 5.19 6.218 5.3651 5.8539 6.5218 -1.9875 -2.0019 5.1755 4.5069 -1.0727
447 1991-03-01 6.18 6.2174 6.3551 5.8491 7.5118 -2.5638 -2.0067 6.7371 5.4969 -1.0704
448 1991-04-01 7.34 6.2167 7.5151 5.8443 8.6718 -2.0252 -2.0115 7.3537 6.6569 -1.0682
449 1991-05-01 6.34 5.1177 7.6134 5.7539 7.7575 -2.798 -2.102 7.036 6.829 -1.066
450 1991-06-01 6.48 5.117 7.7534 5.7491 7.8975 -2.3072 -2.1068 6.6804 6.969 -1.0637
451 1991-07-01 6.53 5.1163 7.8034 5.7443 7.9475 -2.1279 -2.1116 6.5463 7.019 -1.0615
452 1991-08-01 5.7 5.1156 6.9734 5.7394 7.1175 -2.4977 -2.1164 6.0812 6.189 -1.0593
453 1991-09-01 5.35 5.1149 6.6234 5.7346 6.7675 -1.9614 -2.1212 5.1902 5.839 -1.057
454 1991-10-01 4.32 5.1142 5.5934 5.7298 5.7375 -2.7724 -2.126 4.9664 4.809 -1.0548
455 1991-11-01 5.31 5.1135 6.5834 5.725 6.7275 -1.4598 -2.1309 4.6389 5.799 -1.0526
456 1991-12-01 4.05 5.1129 5.3234 5.7202 5.4675 -2.6508 -2.1357 4.5651 4.539 -1.0503
457 1992-01-01 6.46 5.1122 7.7334 5.7154 7.8775 0.1311 -2.1405 4.1884 6.949 -1.0481
458 1992-02-01 4.38 5.1115 5.6534 5.7106 5.7975 -2.7975 -2.1453 5.0322 4.869 -1.0459
459 1992-03-01 4.68 6.1265 4.9377 5.7819 6.0214 -4.0638 -2.0739 6.6699 3.9568 -1.0436
460 1992-04-01 7.1 6.1259 7.3577 5.7771 8.4414 -2.2652 -2.0787 7.2865 6.3768 -1.0414
461 1992-05-01 6.35 6.1252 6.6077 5.7723 7.6914 -2.788 -2.0836 7.0544 5.6268 -1.0392
462 1992-06-01 6.63 6.1245 6.8877 5.7675 7.9714 -2.1572 -2.0884 6.6989 5.9068 -1.0369
463 1992-07-01 5.88 6.1238 6.1377 5.7627 7.2214 -2.7779 -2.0932 6.5648 5.1568 -1.0347
464 1992-08-01 6.59 6.1231 6.8477 5.7579 7.9314 -1.6077 -2.098 6.0997 5.8668 -1.0325
465 1992-09-01 6.15 6.1224 6.4077 5.7531 7.4914 -1.1614 -2.1028 5.2087 5.4268 -1.0302
466 1992-10-01 5.95 6.1217 6.2077 5.7483 7.2914 -1.1424 -2.1076 4.9849 5.2268 -1.028
467 1992-11-01 4.77 6.1211 5.0277 5.7435 6.1114 -1.9998 -2.1124 4.6574 4.0468 -1.0258
468 1992-12-01 4.7 6.1204 4.9577 5.7387 6.0414 -2.0008 -2.1172 4.5836 3.9768 -1.0236
469 1993-01-01 5.42 6.1197 5.6777 5.7339 6.7614 -0.9089 -2.122 4.2069 4.6968 -1.0213
470 1993-02-01 4.84 6.119 5.0977 5.7291 6.1814 -2.3375 -2.1268 5.0507 4.1168 -1.0191
471 1993-03-01 9.72 8.7505 7.3455 8.6434 8.1423 0.9762 0.7875 9.5313 5.7973 -1.0169
472 1993-04-01 10.2 8.7498 7.8255 8.6386 8.6223 0.8348 0.7827 10.1479 6.2773 -1.0146
473 1993-05-01 9.82 8.7491 7.4455 8.6338 8.2423 0.682 0.7779 9.9159 5.8973 -1.0124
474 1993-06-01 9.7 8.7485 7.3255 8.629 8.1223 0.9128 0.7731 9.5603 5.7773 -1.0102
475 1993-07-01 9.27 8.7478 6.8955 8.6242 7.6923 0.6121 0.7683 9.4262 5.3473 -1.0079
476 1993-08-01 10.15 8.7471 7.7755 8.6194 8.5723 1.9523 0.7635 8.9611 6.2273 -1.0057
477 1993-09-01 7.46 8.7464 5.0855 8.6145 5.8823 0.1486 0.7587 8.0701 3.5373 -1.0035
478 1993-10-01 5.6 8.7457 3.2255 8.6097 4.0223 -1.4924 0.7539 7.8463 1.6773 -1.0012
479 1993-11-01 6.2 8.745 3.8255 8.6049 4.6223 -0.5698 0.749 7.5188 2.2773 -0.999
480 1993-12-01 7.17 8.7444 4.7955 8.6001 5.5923 0.4692 0.7442 7.445 3.2473 -0.9968
481 1994-01-01 5.98 8.7437 3.6055 8.5953 4.4023 -0.3489 0.7394 7.0683 2.0573 -0.9945
482 1994-02-01 9.13 8.743 6.7555 8.5905 7.5523 1.9525 0.7346 7.9121 5.2073 -0.9923
483 1994-03-01 10.46 8.7423 8.0855 8.5857 8.8823 1.7162 0.7298 9.4737 6.5373 -0.9901
484 1994-04-01 9.96 8.7416 7.5855 8.5809 8.3823 0.5948 0.725 10.0903 6.0373 -0.9878
485 1994-05-01 11.13 8.7409 8.7555 8.5761 9.5523 1.992 0.7202 9.8582 7.2073 -0.9856
486 1994-06-01 10.37 8.7403 7.9955 8.5713 8.7923 1.5828 0.7154 9.5026 6.4473 -0.9834
487 1994-07-01 11.86 11.1539 7.0713 10.7862 8.0626 3.2021 2.9303 11.5882 5.5533 -0.9811
488 1994-08-01 11.83 11.1532 7.0413 10.7814 8.0326 3.6323 2.9255 11.1231 5.5233 -0.9789
489 1994-09-01 9.34 11.1525 4.5513 10.7766 5.5426 2.0286 2.9207 10.2321 3.0333 -0.9767
490 1994-10-01 10.3 11.1518 5.5113 10.7718 6.5026 3.2076 2.9159 10.0083 3.9933 -0.9744
491 1994-11-01 12.45 11.1511 7.6613 10.767 8.6526 5.6802 2.9111 9.6808 6.1433 -0.9722
492 1994-12-01 9.15 11.1504 4.3613 10.7622 5.3526 2.4492 2.9063 9.6071 2.8433 -0.97
493 1995-01-01 6.45 11.1498 1.6613 10.7574 2.6526 0.1211 2.9015 9.2304 0.1433 -0.9677
494 1995-02-01 8.27 11.1491 3.4813 10.7525 4.4726 1.0925 2.8967 10.0741 1.9633 -0.9655
495 1995-03-01 10.4 11.1484 5.6113 10.7477 6.6026 1.6562 2.8919 11.6357 4.0933 -0.9633
496 1995-04-01 11.74 11.1477 6.9513 10.7429 7.9426 2.3748 2.887 12.2523 5.4333 -0.961
497 1995-05-01 13.96 11.147 9.1713 10.7381 10.1626 4.822 2.8822 12.0202 7.6533 -0.9588
498 1995-06-01 12.71 11.1463 7.9213 10.7333 8.9126 3.9228 2.8774 11.6647 6.4033 -0.9566
499 1995-07-01 13.12 11.1457 8.3313 10.7285 9.3226 4.4621 2.8726 11.5306 6.8133 -0.9544
500 1995-08-01 10.61 11.145 5.8213 10.7237 6.8126 2.4123 2.8678 11.0655 4.3033 -0.9521
501 1995-09-01 9.69 11.1443 4.9013 10.7189 5.8926 2.3786 2.863 10.1745 3.3833 -0.9499
502 1995-10-01 9.71 9.3651 6.6998 10.004 6.6228 2.6176 2.1481 9.2405 7.886 -0.9477
503 1995-11-01 9.26 9.3644 6.2498 9.9992 6.1728 2.4902 2.1433 8.913 7.436 -0.9454
504 1995-12-01 8.07 9.3637 5.0598 9.9944 4.9828 1.3692 2.1385 8.8393 6.246 -0.9432
505 1996-01-01 8.25 9.363 5.2398 9.9896 5.1628 1.9211 2.1337 8.4626 6.426 -0.941
506 1996-02-01 9.58 9.3623 6.5698 9.9847 6.4928 2.4025 2.1289 9.3063 7.756 -0.9387
507 1996-03-01 10.06 9.3616 7.0498 9.9799 6.9728 1.3162 2.1241 10.8679 8.236 -0.9365
508 1996-04-01 12.18 9.361 9.1698 9.9751 9.0928 2.8148 2.1192 11.4845 10.356 -0.9343
509 1996-05-01 11.99 11.2394 7.1007 11.3909 7.4822 2.852 3.535 12.673 3.8627 -0.932
510 1996-06-01 11.7 11.2387 6.8107 11.3861 7.1922 2.9128 3.5302 12.3174 3.5727 -0.9298
511 1996-07-01 14.1 11.238 9.2107 11.3813 9.5922 5.4421 3.5254 12.1833 5.9727 -0.9276
512 1996-08-01 12.33 11.2373 7.4407 11.3765 7.8222 4.1323 3.5206 11.7183 4.2027 -0.9253
513 1996-09-01 9.94 11.2366 5.0507 11.3717 5.4322 2.6286 3.5158 10.8272 1.8127 -0.9231
514 1996-10-01 10.26 11.2359 5.3707 11.3669 5.7522 3.1676 3.511 10.6034 2.1327 -0.9209
515 1996-11-01 8.03 9.0713 5.3047 9.5808 5.3035 1.2602 1.7249 8.4947 6.581 -0.9186
516 1996-12-01 7.85 9.0706 5.1247 9.576 5.1235 1.1492 1.7201 8.4209 6.401 -0.9164
517 1997-01-01 6.73 9.0699 4.0047 9.5712 4.0035 0.4011 1.7153 8.0442 5.281 -0.9142
518 1997-02-01 8.29 9.0692 5.5647 9.5664 5.5635 1.1125 1.7105 8.888 6.841 -0.9119
519 1997-03-01 13.06 9.0685 10.3347 9.5616 10.3335 4.3162 1.7057 10.4495 11.611 -0.9097
520 1997-04-01 11.4 9.0678 8.6747 9.5568 8.6735 2.0348 1.7009 11.0661 9.951 -0.9075
521 1997-05-01 8.59 7.4014 7.5305 7.7223 7.6932 -0.548 -0.1335 9.0045 6.4651 -0.9052
522 1997-06-01 9.17 7.4007 8.1105 7.7175 8.2732 0.3828 -0.1384 8.6489 7.0451 -0.903
523 1997-07-01 8.43 7.4 7.3705 7.7127 7.5332 -0.2279 -0.1432 8.5148 6.3051 -0.9008
524 1997-08-01 7.84 7.3993 6.7805 7.7079 6.9432 -0.3577 -0.148 8.0497 5.7151 -0.8985
525 1997-09-01 7 7.3986 5.9405 7.7031 6.1032 -0.3114 -0.1528 7.1587 4.8751 -0.8963
526 1997-10-01 8.21 7.3979 7.1505 7.6983 7.3132 1.1176 -0.1576 6.9349 6.0851 -0.8941
527 1997-11-01 4.67 7.3973 3.6105 7.6935 3.7732 -2.0998 -0.1624 6.6074 2.5451 -0.8918
528 1997-12-01 6.02 7.3966 4.9605 7.6887 5.1232 -0.6808 -0.1672 6.5336 3.8951 -0.8896
529 1998-01-01 6.52 7.3959 5.4605 7.6839 5.6232 0.1911 -0.172 6.1569 4.3951 -0.8874
530 1998-02-01 7.22 7.3952 6.1605 7.6791 6.3232 0.0425 -0.1768 7.0007 5.0951 -0.8852
531 1998-03-01 6.62 7.3945 5.5605 7.6743 5.7232 -2.1238 -0.1816 8.5622 4.4951 -0.8829
532 1998-04-01 8.06 7.3938 7.0005 7.6695 7.1632 -1.3052 -0.1864 9.1788 5.9351 -0.8807
533 1998-05-01 8.61 7.3932 7.5505 7.6647 7.7132 -0.528 -0.1912 8.9468 6.4851 -0.8785
534 1998-06-01 8.49 7.3925 7.4305 7.6599 7.5932 -0.2972 -0.196 8.5912 6.3651 -0.8762
535 1998-07-01 8.19 7.3918 7.1305 7.6551 7.2932 -0.4679 -0.2008 8.4571 6.0651 -0.874
536 1998-08-01 8.54 7.3911 7.4805 7.6503 7.6432 0.3423 -0.2056 7.992 6.4151 -0.8718
537 1998-09-01 7.01 7.3904 5.9505 7.6455 6.1132 -0.3014 -0.2104 7.101 4.8851 -0.8695
538 1998-10-01 5.75 7.3897 4.6905 7.6407 4.8532 -1.3424 -0.2152 6.8772 3.6251 -0.8673
539 1998-11-01 5.88 7.3891 4.8205 7.6359 4.9832 -0.8898 -0.22 6.5497 3.7551 -0.8651
540 1998-12-01 8 7.3884 6.9405 7.6311 7.1032 1.2992 -0.2248 6.476 5.8751 -0.8628
541 1999-01-01 5.83 7.3877 4.7705 7.6262 4.9332 -0.4989 -0.2296 6.0993 3.7051 -0.8606
542 1999-02-01 11.09 7.387 10.0305 7.6214 10.1932 3.9125 -0.2344 6.943 8.9651 -0.8584
543 1999-03-01 10.21 7.3863 9.1505 7.6166 9.3132 1.4662 -0.2393 8.5046 8.0851 -0.8561
544 1999-04-01 8.99 7.3856 7.9305 7.6118 8.0932 -0.3752 -0.2441 9.1212 6.8651 -0.8539
545 1999-05-01 8.69 7.385 7.6305 7.607 7.7932 -0.448 -0.2489 8.8891 6.5651 -0.8517
546 1999-06-01 7.7 7.3843 6.6405 7.6022 6.8032 -1.0872 -0.2537 8.5336 5.5751 -0.8494
547 1999-07-01 7.99 7.3836 6.9305 7.5974 7.0932 -0.6679 -0.2585 8.3995 5.8651 -0.8472
548 1999-08-01 7.35 7.3829 6.2905 7.5926 6.4532 -0.8477 -0.2633 7.9344 5.2251 -0.845
549 1999-09-01 8.2 7.3822 7.1405 7.5878 7.3032 0.8886 -0.2681 7.0434 6.0751 -0.8427
550 1999-10-01 7.23 7.3815 6.1705 7.583 6.3332 0.1376 -0.2729 6.8195 5.1051 -0.8405
551 1999-11-01 4.52 7.3809 3.4605 7.5782 3.6232 -2.2498 -0.2777 6.4921 2.3951 -0.8383
552 1999-12-01 6 7.3802 4.9405 7.5734 5.1032 -0.7008 -0.2825 6.4183 3.8751 -0.836
553 2000-01-01 6.3 7.3795 5.2405 7.5686 5.4032 -0.0289 -0.2873 6.0416 4.1751 -0.8338
554 2000-02-01 6.13 7.3788 5.0705 7.5638 5.2332 -1.0475 -0.2921 6.8854 4.0051 -0.8316
555 2000-03-01 8.37 7.3781 7.3105 7.559 7.4732 -0.3738 -0.2969 8.4469 6.2451 -0.8293
556 2000-04-01 9.09 7.3774 8.0305 7.5542 8.1932 -0.2752 -0.3017 9.0635 6.9651 -0.8271
557 2000-05-01 9.54 7.3768 8.4805 7.5494 8.6432 0.402 -0.3065 8.8315 7.4151 -0.8249
558 2000-06-01 10.16 7.3761 9.1005 7.5446 9.2632 1.3728 -0.3113 8.4759 8.0351 -0.8226
559 2000-07-01 8.53 7.3754 7.4705 7.5398 7.6332 -0.1279 -0.3161 8.3418 6.4051 -0.8204
560 2000-08-01 8.3 7.3747 7.2405 7.535 7.4032 0.1023 -0.3209 7.8767 6.1751 -0.8182
561 2000-09-01 6.51 7.374 5.4505 7.5302 5.6132 -0.8014 -0.3257 6.9857 4.3851 -0.8159
562 2000-10-01 7.06 7.3733 6.0005 7.5254 6.1632 -0.0324 -0.3305 6.7619 4.9351 -0.8137
563 2000-11-01 4.08 7.3727 3.0205 7.5205 3.1832 -2.6898 -0.3353 6.4344 1.9551 -0.8115
564 2000-12-01 3.54 7.372 2.4805 7.5157 2.6432 -3.1608 -0.3401 6.3607 1.4151 -0.8093
565 2001-01-01 4.48 7.3713 3.4205 7.5109 3.5832 -1.8489 -0.345 5.9839 2.3551 -0.807
566 2001-02-01 6.41 7.3706 5.3505 7.5061 5.5132 -0.7675 -0.3498 6.8277 4.2851 -0.8048
567 2001-03-01 8.14 7.3699 7.0805 7.5013 7.2432 -0.6038 -0.3546 8.3893 6.0151 -0.8026
568 2001-04-01 9.67 7.3692 8.6105 7.4965 8.7732 0.3048 -0.3594 9.0059 7.5451 -0.8003
569 2001-05-01 8.93 7.3686 7.8705 7.4917 8.0332 -0.208 -0.3642 8.7738 6.8051 -0.7981
570 2001-06-01 8.86 7.3679 7.8005 7.4869 7.9632 0.0728 -0.369 8.4182 6.7351 -0.7959
571 2001-07-01 8.17 7.3672 7.1105 7.4821 7.2732 -0.4879 -0.3738 8.2841 6.0451 -0.7936
572 2001-08-01 9.44 7.3665 8.3805 7.4773 8.5432 1.2423 -0.3786 7.8191 7.3151 -0.7914
573 2001-09-01 7.85 7.3658 6.7905 7.4725 6.9532 0.5386 -0.3834 6.928 5.7251 -0.7892
574 2001-10-01 7.48 7.3651 6.4205 7.4677 6.5832 0.3876 -0.3882 6.7042 5.3551 -0.7869
575 2001-11-01 6.9 7.3644 5.8405 7.4629 6.0032 0.1302 -0.393 6.3768 4.7751 -0.7847
576 2001-12-01 6.14 7.3638 5.0805 7.4581 5.2432 -0.5608 -0.3978 6.303 4.0151 -0.7825
577 2002-01-01 5.45 7.3631 4.3905 7.4533 4.5532 -0.8789 -0.4026 5.9263 3.3251 -0.7802
578 2002-02-01 6.74 7.3624 5.6805 7.4485 5.8432 -0.4375 -0.4074 6.7701 4.6151 -0.778
579 2002-03-01 7.14 7.3617 6.0805 7.4437 6.2432 -1.6038 -0.4122 8.3316 5.0151 -0.7758
580 2002-04-01 8.89 7.361 7.8305 7.4389 7.9932 -0.4752 -0.417 8.9482 6.7651 -0.7735
581 2002-05-01 8.81 7.3603 7.7505 7.4341 7.9132 -0.328 -0.4218 8.7162 6.6851 -0.7713
582 2002-06-01 9.92 7.3597 8.8605 7.4293 9.0232 1.1328 -0.4266 8.3606 7.7951 -0.7691
583 2002-07-01 8.81 7.359 7.7505 7.4245 7.9132 0.1521 -0.4314 8.2265 6.6851 -0.7668
584 2002-08-01 8.62 7.3583 7.5605 7.4196 7.7232 0.4223 -0.4362 7.7614 6.4951 -0.7646
585 2002-09-01 8.34 7.3576 7.2805 7.4148 7.4432 1.0286 -0.441 6.8704 6.2151 -0.7624
586 2002-10-01 4.84 7.3569 3.7805 7.41 3.9432 -2.2524 -0.4459 6.6466 2.7151 -0.7601
587 2002-11-01 5.18 7.3562 4.1205 7.4052 4.2832 -1.5898 -0.4507 6.3191 3.0551 -0.7579
588 2002-12-01 5.64 7.3556 4.5805 7.4004 4.7432 -1.0608 -0.4555 6.2453 3.5151 -0.7557
589 2003-01-01 4.99 7.3549 3.9305 7.3956 4.0932 -1.3389 -0.4603 5.8686 2.8651 -0.7534
590 2003-02-01 4.96 7.3542 3.9005 7.3908 4.0632 -2.2175 -0.4651 6.7124 2.8351 -0.7512
591 2003-03-01 10.06 7.3535 9.0005 7.386 9.1632 1.3162 -0.4699 8.2739 7.9351 -0.749
592 2003-04-01 9.91 7.3528 8.8505 7.3812 9.0132 0.5448 -0.4747 8.8906 7.7851 -0.7467
593 2003-05-01 8.89 7.3521 7.8305 7.3764 7.9932 -0.248 -0.4795 8.6585 6.7651 -0.7445
594 2003-06-01 10.23 7.3515 9.1705 7.3716 9.3332 1.4428 -0.4843 8.3029 8.1051 -0.7423
595 2003-07-01 8.45 7.3508 7.3905 7.3668 7.5532 -0.2079 -0.4891 8.1688 6.3251 -0.7401
596 2003-08-01 8.75 7.3501 7.6905 7.362 7.8532 0.5523 -0.4939 7.7038 6.6251 -0.7378
597 2003-09-01 7.55 7.3494 6.4905 7.3572 6.6532 0.2386 -0.4987 6.8127 5.4251 -0.7356
598 2003-10-01 7.87 7.3487 6.8105 7.3524 6.9732 0.7776 -0.5035 6.5889 5.7451 -0.7334
599 2003-11-01 5.37 7.348 4.3105 7.3476 4.4732 -1.3998 -0.5083 6.2614 3.2451 -0.7311
600 2003-12-01 6.91 7.3474 5.8505 7.3428 6.0132 0.2092 -0.5131 6.1877 4.7851 -0.7289
601 2004-01-01 4.23 7.3467 3.1705 7.338 3.3332 -2.0989 -0.5179 5.811 2.1051 -0.7267
602 2004-02-01 4.78 7.346 3.7205 7.3332 3.8832 -2.3975 -0.5227 6.6548 2.6551 -0.7244
603 2004-03-01 8.46 7.3453 7.4005 7.3284 7.5632 -0.2838 -0.5275 8.2163 6.3351 -0.7222
604 2004-04-01 8.13 7.3446 7.0705 7.3236 7.2332 -1.2352 -0.5323 8.8329 6.0051 -0.72
605 2004-05-01 8.19 7.3439 7.1305 7.3188 7.2932 -0.948 -0.5371 8.6009 6.0651 -0.7177
606 2004-06-01 8.84 7.3433 7.7805 7.3139 7.9432 0.0528 -0.5419 8.2453 6.7151 -0.7155
607 2004-07-01 9.19 7.3426 8.1305 7.3091 8.2932 0.5321 -0.5467 8.1112 7.0651 -0.7133
608 2004-08-01 6.65 6.2824 6.65 6.4076 6.65 -1.5477 -1.4483 6.7494 6.65 -0.711
609 2004-09-01 6.41 6.2817 6.41 6.4028 6.41 -0.9014 -1.4531 5.8584 6.41 -0.7088
610 2004-10-01 5.91 6.281 5.91 6.398 5.91 -1.1824 -1.4579 5.6345 5.91 -0.7066
611 2004-11-01 5.24 6.2804 5.24 6.3932 5.24 -1.5298 -1.4627 5.3071 5.24 -0.7043
612 2004-12-01 4.57 6.2797 4.57 6.3884 4.57 -2.1308 -1.4675 5.2333 4.57 -0.7021
