"id" "date" "base" "base_trend+meanShift" "base_mean_adj" "base_anomaly" "fit_of_base_anomaly" "annualC+meanShifts" "QM_adjusted" "fit_of_deseason_base"
297 1977-09-01 6.28 8.2381 6.28 -0.1873 -0.0538 6.4135 6.28 1.8634
298 1977-10-01 8.21 8.2408 8.21 0.9167 -0.0511 7.2422 8.21 1.8561
299 1977-11-01 12.71 8.2435 12.71 3.8489 -0.0485 8.8126 12.71 1.8488
300 1977-12-01 10.03 8.2461 10.03 0.3558 -0.0458 9.6284 10.03 1.8415
301 1978-01-01 7.26 8.2488 7.26 -1.8599 -0.0431 9.0768 7.26 1.8342
302 1978-02-01 8.71 8.2514 8.71 -0.2566 -0.0405 8.9261 8.71 1.8269
303 1978-03-01 7.44 8.2541 7.44 -1.8781 -0.0378 9.2803 7.44 1.8197
304 1978-04-01 9.43 8.2567 9.43 0.1585 -0.0352 9.2363 9.43 1.8124
305 1978-05-01 9.44 8.2594 9.44 0.9521 -0.0325 8.4554 9.44 1.8051
306 1978-06-01 8.02 8.2621 8.02 -0.0651 -0.0299 8.0552 8.02 1.7978
307 1978-07-01 7.15 8.2647 7.15 -0.107 -0.0272 7.2298 7.15 1.7905
308 1978-08-01 7.47 8.2674 7.47 0.7691 -0.0245 6.6763 7.47 1.7832
309 1978-09-01 7.32 8.27 7.32 0.8527 -0.0219 6.4454 7.32 1.7759
310 1978-10-01 5.77 8.2727 5.77 -1.5233 -0.0192 7.2741 5.77 1.7686
311 1978-11-01 9.17 8.2753 9.17 0.3089 -0.0166 8.8445 9.17 1.7613
312 1978-12-01 12.56 8.278 12.56 2.8858 -0.0139 9.6602 12.56 1.7541
313 1979-01-01 8.61 8.2807 8.61 -0.5099 -0.0113 9.1087 8.61 1.7468
314 1979-02-01 10.51 8.2833 10.51 1.5434 -0.0086 8.958 10.51 1.7395
315 1979-03-01 7.98 8.286 7.98 -1.3381 -0.0059 9.3121 7.98 1.7322
316 1979-04-01 8.6 8.2886 8.6 -0.6715 -0.0033 9.2682 8.6 1.7249
317 1979-05-01 8.03 8.2913 8.03 -0.4579 -6e-04 8.4873 8.03 1.7176
318 1979-06-01 9.42 8.2939 9.42 1.3349 0.002 8.0871 9.42 1.7103
319 1979-07-01 7.77 8.2966 7.77 0.513 0.0047 7.2617 7.77 1.703
320 1979-08-01 6.23 8.2993 6.23 -0.4709 0.0073 6.7082 6.23 1.6958
321 1979-09-01 6.92 8.3019 6.92 0.4527 0.01 6.4773 6.92 1.6885
322 1979-10-01 7.32 8.3046 7.32 0.0267 0.0127 7.306 7.32 1.6812
323 1979-11-01 7.49 8.3072 7.49 -1.3711 0.0153 8.8764 7.49 1.6739
324 1979-12-01 11.24 8.3099 11.24 1.5658 0.018 9.6921 11.24 1.6666
325 1980-01-01 11.38 8.3125 11.38 2.2601 0.0206 9.1406 11.38 1.6593
326 1980-02-01 9.9 8.3152 9.9 0.9334 0.0233 8.9899 9.9 1.652
327 1980-03-01 11.34 8.3179 11.34 2.0219 0.0259 9.344 11.34 1.6447
328 1980-04-01 9.95 8.3205 9.95 0.6785 0.0286 9.3001 9.95 1.6374
329 1980-05-01 8.72 8.3232 8.72 0.2321 0.0313 8.5192 8.72 1.6302
330 1980-06-01 7.52 8.3258 7.52 -0.5651 0.0339 8.119 7.52 1.6229
331 1980-07-01 7.19 8.3285 7.19 -0.067 0.0366 7.2936 7.19 1.6156
332 1980-08-01 6.97 8.3311 6.97 0.2691 0.0392 6.7401 6.97 1.6083
333 1980-09-01 6.66 8.3338 6.66 0.1927 0.0419 6.5092 6.66 1.601
334 1980-10-01 5.63 8.3365 5.63 -1.6633 0.0445 7.3379 5.63 1.5937
335 1980-11-01 7.95 8.3391 7.95 -0.9111 0.0472 8.9083 7.95 1.5864
336 1980-12-01 7.85 8.3418 7.85 -1.8242 0.0499 9.724 7.85 1.5791
337 1981-01-01 5.47 8.3444 5.47 -3.6499 0.0525 9.1725 5.47 1.5719
338 1981-02-01 9.52 8.3471 9.52 0.5534 0.0552 9.0218 9.52 1.5646
339 1981-03-01 7.92 8.3497 7.92 -1.3981 0.0578 9.3759 7.92 1.5573
340 1981-04-01 10.97 8.3524 10.97 1.6985 0.0605 9.332 10.97 1.55
341 1981-05-01 6.96 8.3551 6.96 -1.5279 0.0631 8.5511 6.96 1.5427
342 1981-06-01 8.41 8.3577 8.41 0.3249 0.0658 8.1509 8.41 1.5354
343 1981-07-01 6.66 8.3604 6.66 -0.597 0.0685 7.3254 6.66 1.5281
344 1981-08-01 5.65 8.363 5.65 -1.0509 0.0711 6.772 5.65 1.5208
345 1981-09-01 6.65 8.3657 6.65 0.1827 0.0738 6.5411 6.65 1.5135
346 1981-10-01 6.74 8.3683 6.74 -0.5533 0.0764 7.3698 6.74 1.5063
347 1981-11-01 8.44 8.371 8.44 -0.4211 0.0791 8.9402 8.44 1.499
348 1981-12-01 8.48 8.3737 8.48 -1.1942 0.0817 9.7559 8.48 1.4917
349 1982-01-01 8.72 8.3763 8.72 -0.3999 0.0844 9.2043 8.72 1.4844
350 1982-02-01 9.58 8.379 9.58 0.6134 0.0871 9.0537 9.58 1.4771
351 1982-03-01 7.7 8.3816 7.7 -1.6181 0.0897 9.4078 7.7 1.4698
352 1982-04-01 9.31 8.3843 9.31 0.0385 0.0924 9.3639 9.31 1.4625
353 1982-05-01 7.73 8.3869 7.73 -0.7579 0.095 8.583 7.73 1.4552
354 1982-06-01 6.54 8.3896 6.54 -1.5451 0.0977 8.1828 6.54 1.448
355 1982-07-01 6.41 8.3923 6.41 -0.847 0.1003 7.3573 6.41 1.4407
356 1982-08-01 6.34 8.3949 6.34 -0.3609 0.103 6.8039 6.34 1.4334
357 1982-09-01 6.17 8.3976 6.17 -0.2973 0.1057 6.573 6.17 1.4261
358 1982-10-01 7.85 8.4002 7.85 0.5567 0.1083 7.4016 7.85 1.4188
359 1982-11-01 8.1 8.4029 8.1 -0.7611 0.111 8.972 8.1 1.4115
360 1982-12-01 9.99 8.4055 9.99 0.3158 0.1136 9.7878 9.99 1.4042
361 1983-01-01 8.35 8.4082 8.35 -0.7699 0.1163 9.2362 8.35 1.3969
362 1983-02-01 8.82 8.4109 8.82 -0.1466 0.1189 9.0856 8.82 1.3896
363 1983-03-01 8.31 8.4135 8.31 -1.0081 0.1216 9.4397 8.31 1.3824
364 1983-04-01 7.24 8.4162 7.24 -2.0315 0.1243 9.3958 7.24 1.3751
365 1983-05-01 7.15 8.4188 7.15 -1.3379 0.1269 8.6149 7.15 1.3678
366 1983-06-01 8.18 8.4215 8.18 0.0949 0.1296 8.2147 8.18 1.3605
367 1983-07-01 8.28 8.4241 8.28 1.023 0.1322 7.3892 8.28 1.3532
368 1983-08-01 6.85 8.4268 6.85 0.1491 0.1349 6.8358 6.85 1.3459
369 1983-09-01 7.42 8.4295 7.42 0.9527 0.1375 6.6048 7.42 1.3386
370 1983-10-01 6.1 8.4321 6.1 -1.1933 0.1402 7.4335 6.1 1.3313
371 1983-11-01 12.63 8.4348 12.63 3.7689 0.1429 9.0039 12.63 1.324
372 1983-12-01 12.35 8.4374 12.35 2.6758 0.1455 9.8197 12.35 1.3168
373 1984-01-01 8.89 8.4401 8.89 -0.2299 0.1482 9.2681 8.89 1.3095
374 1984-02-01 9.34 8.4427 9.34 0.3734 0.1508 9.1175 9.34 1.3022
375 1984-03-01 8.26 8.4454 8.26 -1.0581 0.1535 9.4716 8.26 1.2949
376 1984-04-01 10.6 8.4481 10.6 1.3285 0.1561 9.4277 10.6 1.2876
377 1984-05-01 9.72 8.4507 9.72 1.2321 0.1588 8.6467 9.72 1.2803
378 1984-06-01 8.21 8.4534 8.21 0.1249 0.1615 8.2466 8.21 1.273
379 1984-07-01 7.62 8.456 7.62 0.363 0.1641 7.4211 7.62 1.2657
380 1984-08-01 7.89 8.4587 7.89 1.1891 0.1668 6.8677 7.89 1.2585
381 1984-09-01 7.14 8.4613 7.14 0.6727 0.1694 6.6367 7.14 1.2512
382 1984-10-01 7.37 8.464 7.37 0.0767 0.1721 7.4654 7.37 1.2439
383 1984-11-01 9.36 8.4667 9.36 0.4989 0.1747 9.0358 9.36 1.2366
384 1984-12-01 7.87 8.4693 7.87 -1.8042 0.1774 9.8516 7.87 1.2293
385 1985-01-01 6.42 8.472 6.42 -2.6999 0.1801 9.3 6.42 1.222
386 1985-02-01 9.68 8.4746 9.68 0.7134 0.1827 9.1493 9.68 1.2147
387 1985-03-01 11.3 8.4773 11.3 1.9819 0.1854 9.5035 11.3 1.2074
388 1985-04-01 9.83 8.4799 9.83 0.5585 0.188 9.4596 9.83 1.2001
389 1985-05-01 9.21 8.4826 9.21 0.7221 0.1907 8.6786 9.21 1.1929
390 1985-06-01 9.66 8.4853 9.66 1.5749 0.1933 8.2785 9.66 1.1856
391 1985-07-01 7.89 8.4879 7.89 0.633 0.196 7.453 7.89 1.1783
392 1985-08-01 8.05 8.4906 8.05 1.3491 0.1987 6.8995 8.05 1.171
393 1985-09-01 7.12 8.4932 7.12 0.6527 0.2013 6.6686 7.12 1.1637
394 1985-10-01 10.07 8.4959 10.07 2.7767 0.204 7.4973 10.07 1.1564
395 1985-11-01 10.56 8.4985 10.56 1.6989 0.2066 9.0677 10.56 1.1491
396 1985-12-01 6.46 8.5012 6.46 -3.2142 0.2093 9.8835 6.46 1.1418
397 1986-01-01 8.63 8.5039 8.63 -0.4899 0.2119 9.3319 8.63 1.1346
398 1986-02-01 7.99 8.5065 7.99 -0.9766 0.2146 9.1812 7.99 1.1273
399 1986-03-01 7.98 8.5092 7.98 -1.3381 0.2173 9.5353 7.98 1.12
400 1986-04-01 8.38 8.5118 8.38 -0.8915 0.2199 9.4914 8.38 1.1127
401 1986-05-01 7.77 8.5145 7.77 -0.7179 0.2226 8.7105 7.77 1.1054
402 1986-06-01 6.65 8.5171 6.65 -1.4351 0.2252 8.3103 6.65 1.0981
403 1986-07-01 8.24 8.5198 8.24 0.983 0.2279 7.4849 8.24 1.0908
404 1986-08-01 5.31 8.5225 5.31 -1.3909 0.2305 6.9314 5.31 1.0835
405 1986-09-01 6.45 8.5251 6.45 -0.0173 0.2332 6.7005 6.45 1.0762
406 1986-10-01 5.68 8.5278 5.68 -1.6133 0.2359 7.5292 5.68 1.069
407 1986-11-01 10.12 8.5304 10.12 1.2589 0.2385 9.0996 10.12 1.0617
408 1986-12-01 8.06 8.5331 8.06 -1.6142 0.2412 9.9153 8.06 1.0544
409 1987-01-01 9.16 8.5357 9.16 0.0401 0.2438 9.3638 9.16 1.0471
410 1987-02-01 8.32 8.5384 8.32 -0.6466 0.2465 9.2131 8.32 1.0398
411 1987-03-01 7.42 8.5411 7.42 -1.8981 0.2491 9.5672 7.42 1.0325
412 1987-04-01 9.28 8.5437 9.28 0.0085 0.2518 9.5233 9.28 1.0252
413 1987-05-01 9.3 8.5464 9.3 0.8121 0.2545 8.7424 9.3 1.0179
414 1987-06-01 8.89 8.549 8.89 0.8049 0.2571 8.3422 8.89 1.0107
415 1987-07-01 8.72 8.5517 8.72 1.463 0.2598 7.5168 8.72 1.0034
416 1987-08-01 6.88 8.5543 6.88 0.1791 0.2624 6.9633 6.88 0.9961
417 1987-09-01 6.47 8.557 6.47 0.0027 0.2651 6.7324 6.47 0.9888
418 1987-10-01 5.93 8.5597 5.93 -1.3633 0.2677 7.5611 5.93 0.9815
419 1987-11-01 7.7 8.5623 7.7 -1.1611 0.2704 9.1315 7.7 0.9742
420 1987-12-01 10.13 8.565 10.13 0.4558 0.2731 9.9472 10.13 0.9669
421 1988-01-01 9.59 8.5676 9.59 0.4701 0.2757 9.3957 9.59 0.9596
422 1988-02-01 7.15 8.5703 7.15 -1.8166 0.2784 9.245 7.15 0.9523
423 1988-03-01 10.36 8.5729 10.36 1.0419 0.281 9.5991 10.36 0.9451
424 1988-04-01 8.64 8.5756 8.64 -0.6315 0.2837 9.5552 8.64 0.9378
425 1988-05-01 9.16 8.5783 9.16 0.6721 0.2863 8.7743 9.16 0.9305
426 1988-06-01 9.47 8.5809 9.47 1.3849 0.289 8.3741 9.47 0.9232
427 1988-07-01 9.15 8.5836 9.15 1.893 0.2917 7.5487 9.15 0.9159
428 1988-08-01 8.15 8.5862 8.15 1.4491 0.2943 6.9952 8.15 0.9086
429 1988-09-01 7.95 8.5889 7.95 1.4827 0.297 6.7643 7.95 0.9013
430 1988-10-01 6.49 8.5915 6.49 -0.8033 0.2996 7.593 6.49 0.894
431 1988-11-01 12.46 8.5942 12.46 3.5989 0.3023 9.1634 12.46 0.8868
432 1988-12-01 9.03 8.5969 9.03 -0.6442 0.3049 9.9791 9.03 0.8795
433 1989-01-01 10.06 8.5995 10.06 0.9401 0.3076 9.4275 10.06 0.8722
434 1989-02-01 12.19 8.6022 12.19 3.2234 0.3103 9.2769 12.19 0.8649
435 1989-03-01 10.06 8.6048 10.06 0.7419 0.3129 9.631 10.06 0.8576
436 1989-04-01 9.72 8.6075 9.72 0.4485 0.3156 9.5871 9.72 0.8503
437 1989-05-01 9.6 8.6101 9.6 1.1121 0.3182 8.8062 9.6 0.843
438 1989-06-01 8 8.6128 8 -0.0851 0.3209 8.406 8 0.8357
439 1989-07-01 8.6 8.6155 8.6 1.343 0.3235 7.5805 8.6 0.8284
440 1989-08-01 7.6 8.6181 7.6 0.8991 0.3262 7.0271 7.6 0.8212
441 1989-09-01 6.97 8.6208 6.97 0.5027 0.3289 6.7962 6.97 0.8139
442 1989-10-01 7.82 8.6234 7.82 0.5267 0.3315 7.6248 7.82 0.8066
443 1989-11-01 9.17 8.6261 9.17 0.3089 0.3342 9.1952 9.17 0.7993
444 1989-12-01 6.45 8.6287 6.45 -3.2242 0.3368 10.011 6.45 0.792
445 1990-01-01 10.8 8.6314 10.8 1.6801 0.3395 9.4594 10.8 0.7847
446 1990-02-01 11.14 8.6341 11.14 2.1734 0.3421 9.3088 11.14 0.7774
447 1990-03-01 8.58 8.6367 8.58 -0.7381 0.3448 9.6629 8.58 0.7701
448 1990-04-01 9.43 8.6394 9.43 0.1585 0.3475 9.619 9.43 0.7628
449 1990-05-01 9.21 8.642 9.21 0.7221 0.3501 8.8381 9.21 0.7556
450 1990-06-01 8.71 8.6447 8.71 0.6249 0.3528 8.4379 8.71 0.7483
451 1990-07-01 7.42 8.6473 7.42 0.163 0.3554 7.6124 7.42 0.741
452 1990-08-01 7.63 8.65 7.63 0.9291 0.3581 7.059 7.63 0.7337
453 1990-09-01 6.01 8.6527 6.01 -0.4573 0.3607 6.828 6.01 0.7264
454 1990-10-01 10.17 8.6553 10.17 2.8767 0.3634 7.6567 10.17 0.7191
455 1990-11-01 9.8 8.658 9.8 0.9389 0.3661 9.2271 9.8 0.7118
456 1990-12-01 11.87 8.6606 11.87 2.1958 0.3687 10.0429 11.87 0.7045
457 1991-01-01 7.69 8.6633 7.69 -1.4299 0.3714 9.4913 7.69 0.6973
458 1991-02-01 8.63 8.6659 8.63 -0.3366 0.374 9.3407 8.63 0.69
459 1991-03-01 8.99 8.6686 8.99 -0.3281 0.3767 9.6948 8.99 0.6827
460 1991-04-01 9.37 8.6713 9.37 0.0985 0.3793 9.6509 9.37 0.6754
461 1991-05-01 9.27 8.6739 9.27 0.7821 0.382 8.8699 9.27 0.6681
462 1991-06-01 8.36 8.6766 8.36 0.2749 0.3847 8.4698 8.36 0.6608
463 1991-07-01 8.12 8.6792 8.12 0.863 0.3873 7.6443 8.12 0.6535
464 1991-08-01 7.3 8.6819 7.3 0.5991 0.39 7.0909 7.3 0.6462
465 1991-09-01 5.92 8.6845 5.92 -0.5473 0.3926 6.8599 5.92 0.6389
466 1991-10-01 7.53 8.6872 7.53 0.2367 0.3953 7.6886 7.53 0.6317
467 1991-11-01 9.52 8.6899 9.52 0.6589 0.398 9.259 9.52 0.6244
468 1991-12-01 8.66 8.6925 8.66 -1.0142 0.4006 10.0748 8.66 0.6171
469 1992-01-01 10.19 8.6952 10.19 1.0701 0.4033 9.5232 10.19 0.6098
470 1992-02-01 7.43 8.6978 7.43 -1.5366 0.4059 9.3726 7.43 0.6025
471 1992-03-01 6.31 8.7005 6.31 -3.0081 0.4086 9.7267 6.31 0.5952
472 1992-04-01 9.41 8.7031 9.41 0.1385 0.4112 9.6828 9.41 0.5879
473 1992-05-01 8.78 8.7058 8.78 0.2921 0.4139 8.9018 8.78 0.5806
474 1992-06-01 7.45 8.7085 7.45 -0.6351 0.4166 8.5017 7.45 0.5734
475 1992-07-01 7.07 8.7111 7.07 -0.187 0.4192 7.6762 7.07 0.5661
476 1992-08-01 6.57 8.7138 6.57 -0.1309 0.4219 7.1227 6.57 0.5588
477 1992-09-01 8.55 8.7164 8.55 2.0827 0.4245 6.8918 8.55 0.5515
478 1992-10-01 7.42 8.7191 7.42 0.1267 0.4272 7.7205 7.42 0.5442
479 1992-11-01 7.93 8.7217 7.93 -0.9311 0.4298 9.2909 7.93 0.5369
480 1992-12-01 11.64 8.7244 11.64 1.9658 0.4325 10.1067 11.64 0.5296
481 1993-01-01 10.05 8.7271 10.05 0.9301 0.4352 9.5551 10.05 0.5223
482 1993-02-01 9.04 8.7297 9.04 0.0734 0.4378 9.4044 9.04 0.515
483 1993-03-01 8.59 8.7324 8.59 -0.7281 0.4405 9.7586 8.59 0.5078
484 1993-04-01 9.11 8.735 9.11 -0.1615 0.4431 9.7146 9.11 0.5005
485 1993-05-01 8.58 8.7377 8.58 0.0921 0.4458 8.9337 8.58 0.4932
486 1993-06-01 9.73 8.7403 9.73 1.6449 0.4484 8.5335 9.73 0.4859
487 1993-07-01 8.96 8.743 8.96 1.703 0.4511 7.7081 8.96 0.4786
488 1993-08-01 7.19 8.7457 7.19 0.4891 0.4538 7.1546 7.19 0.4713
489 1993-09-01 6.02 8.7483 6.02 -0.4473 0.4564 6.9237 6.02 0.464
490 1993-10-01 6.06 8.751 6.06 -1.2333 0.4591 7.7524 6.06 0.4567
491 1993-11-01 10.11 8.7536 10.11 1.2489 0.4617 9.3228 10.11 0.4495
492 1993-12-01 9.33 8.7563 9.33 -0.3442 0.4644 10.1385 9.33 0.4422
493 1994-01-01 7.23 8.7589 7.23 -1.8899 0.467 9.587 7.23 0.4349
494 1994-02-01 10.45 8.7616 10.45 1.4834 0.4697 9.4363 10.45 0.4276
495 1994-03-01 9.15 8.7643 9.15 -0.1681 0.4724 9.7904 9.15 0.4203
496 1994-04-01 8.28 8.7669 8.28 -0.9915 0.475 9.7465 8.28 0.413
497 1994-05-01 9.32 8.7696 9.32 0.8321 0.4777 8.9656 9.32 0.4057
498 1994-06-01 8.39 8.7722 8.39 0.3049 0.4803 8.5654 8.39 0.3984
499 1994-07-01 7.66 8.7749 7.66 0.403 0.483 7.74 7.66 0.3911
500 1994-08-01 7.92 8.7775 7.92 1.2191 0.4856 7.1865 7.92 0.3839
501 1994-09-01 6.56 8.7802 6.56 0.0927 0.4883 6.9556 6.56 0.3766
502 1994-10-01 7.9 8.7829 7.9 0.6067 0.491 7.7843 7.9 0.3693
503 1994-11-01 11.96 8.7855 11.96 3.0989 0.4936 9.3547 11.96 0.362
504 1994-12-01 11.43 8.7882 11.43 1.7558 0.4963 10.1704 11.43 0.3547
505 1995-01-01 8.54 8.7908 8.54 -0.5799 0.4989 9.6189 8.54 0.3474
506 1995-02-01 10.15 8.7935 10.15 1.1834 0.5016 9.4682 10.15 0.3401
507 1995-03-01 9.89 8.7961 9.89 0.5719 0.5042 9.8223 9.89 0.3328
508 1995-04-01 8.84 8.7988 8.84 -0.4315 0.5069 9.7784 8.84 0.3256
509 1995-05-01 7.95 8.8015 7.95 -0.5379 0.5096 8.9975 7.95 0.3183
510 1995-06-01 7.89 8.8041 7.89 -0.1951 0.5122 8.5973 7.89 0.311
511 1995-07-01 8.57 8.8068 8.57 1.313 0.5149 7.7719 8.57 0.3037
512 1995-08-01 8.32 8.8094 8.32 1.6191 0.5175 7.2184 8.32 0.2964
513 1995-09-01 6.55 8.8121 6.55 0.0827 0.5202 6.9875 6.55 0.2891
514 1995-10-01 8.14 8.8147 8.14 0.8467 0.5228 7.8162 8.14 0.2818
515 1995-11-01 9.73 8.8174 9.73 0.8689 0.5255 9.3866 9.73 0.2745
516 1995-12-01 9.16 8.8201 9.16 -0.5142 0.5282 10.2023 9.16 0.2672
517 1996-01-01 10.29 8.8227 10.29 1.1701 0.5308 9.6507 10.29 0.26
518 1996-02-01 9.53 8.8254 9.53 0.5634 0.5335 9.5001 9.53 0.2527
519 1996-03-01 9.06 8.828 9.06 -0.2581 0.5361 9.8542 9.06 0.2454
520 1996-04-01 9.38 8.8307 9.38 0.1085 0.5388 9.8103 9.38 0.2381
521 1996-05-01 9.52 8.8333 9.52 1.0321 0.5414 9.0294 9.52 0.2308
522 1996-06-01 9.59 8.836 9.59 1.5049 0.5441 8.6292 9.59 0.2235
523 1996-07-01 7.26 8.8387 7.26 0.003 0.5468 7.8037 7.26 0.2162
524 1996-08-01 7.75 8.8413 7.75 1.0491 0.5494 7.2503 7.75 0.2089
525 1996-09-01 5.79 8.844 5.79 -0.6773 0.5521 7.0194 5.79 0.2016
526 1996-10-01 7.04 8.8466 7.04 -0.2533 0.5547 7.8481 7.04 0.1944
527 1996-11-01 7.14 8.8493 7.14 -1.7211 0.5574 9.4184 7.14 0.1871
528 1996-12-01 11.14 8.8519 11.14 1.4658 0.56 10.2342 11.14 0.1798
529 1997-01-01 7.2 8.8546 7.2 -1.9199 0.5627 9.6826 7.2 0.1725
530 1997-02-01 6.94 8.8573 6.94 -2.0266 0.5654 9.532 6.94 0.1652
531 1997-03-01 11.78 8.8599 11.78 2.4619 0.568 9.8861 11.78 0.1579
532 1997-04-01 9.11 8.8626 9.11 -0.1615 0.5707 9.8422 9.11 0.1506
533 1997-05-01 7.74 8.8652 7.74 -0.7479 0.5733 9.0613 7.74 0.1433
534 1997-06-01 8.93 8.8679 8.93 0.8449 0.576 8.6611 8.93 0.1361
535 1997-07-01 8.45 8.8705 8.45 1.193 0.5786 7.8356 8.45 0.1288
536 1997-08-01 6.4 8.8732 6.4 -0.3009 0.5813 7.2822 6.4 0.1215
537 1997-09-01 7.54 8.8759 7.54 1.0727 0.584 7.0512 7.54 0.1142
538 1997-10-01 9.38 8.8785 9.38 2.0867 0.5866 7.8799 9.38 0.1069
539 1997-11-01 7.59 8.8812 7.59 -1.2711 0.5893 9.4503 7.59 0.0996
540 1997-12-01 9.95 8.8838 9.95 0.2758 0.5919 10.2661 9.95 0.0923
541 1998-01-01 11.05 8.8865 11.05 1.9301 0.5946 9.7145 11.05 0.085
542 1998-02-01 10.19 8.8892 10.19 1.2234 0.5972 9.5639 10.19 0.0777
543 1998-03-01 7.83 8.8918 7.83 -1.4881 0.5999 9.918 7.83 0.0705
544 1998-04-01 9.08 8.8945 9.08 -0.1915 0.6026 9.8741 9.08 0.0632
545 1998-05-01 8.9 8.8971 8.9 0.4121 0.6052 9.0931 8.9 0.0559
546 1998-06-01 8.47 8.8998 8.47 0.3849 0.6079 8.693 8.47 0.0486
547 1998-07-01 7.06 8.9024 7.06 -0.197 0.6105 7.8675 7.06 0.0413
548 1998-08-01 7.71 8.9051 7.71 1.0091 0.6132 7.3141 7.71 0.034
549 1998-09-01 5.99 8.9078 5.99 -0.4773 0.6158 7.0831 5.99 0.0267
550 1998-10-01 7.67 8.9104 7.67 0.3767 0.6185 7.9118 7.67 0.0194
551 1998-11-01 11.88 8.9131 11.88 3.0189 0.6212 9.4822 11.88 0.0122
552 1998-12-01 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99
553 1999-01-01 10.21 8.9184 10.21 1.0901 0.6265 9.7464 10.21 -0.0024
554 1999-02-01 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99
555 1999-03-01 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99
556 1999-04-01 11.66 8.9264 11.66 2.3885 0.6344 9.906 11.66 -0.0243
557 1999-05-01 11.93 8.929 11.93 3.4421 0.6371 9.125 11.93 -0.0316
558 1999-06-01 11.18 8.9317 11.18 3.0949 0.6398 8.7249 11.18 -0.0389
559 1999-07-01 9.34 8.9343 9.34 2.083 0.6424 7.8994 9.34 -0.0462
560 1999-08-01 9.23 8.937 9.23 2.5291 0.6451 7.3459 9.23 -0.0534
561 1999-09-01 8.2 8.9396 8.2 1.7327 0.6477 7.115 8.2 -0.0607
562 1999-10-01 8.38 8.9423 8.38 1.0867 0.6504 7.9437 8.38 -0.068
563 1999-11-01 8.05 8.945 8.05 -0.8111 0.653 9.5141 8.05 -0.0753
564 1999-12-01 9.99 8.9476 9.99 0.3158 0.6557 10.3299 9.99 -0.0826
565 2000-01-01 9.09 8.9503 9.09 -0.0299 0.6584 9.7783 9.09 -0.0899
566 2000-02-01 7.39 8.9529 7.39 -1.5766 0.661 9.6276 7.39 -0.0972
567 2000-03-01 9.2 8.9556 9.2 -0.1181 0.6637 9.9818 9.2 -0.1045
568 2000-04-01 9.67 8.9582 9.67 0.3985 0.6663 9.9378 9.67 -0.1117
569 2000-05-01 10.21 8.9609 10.21 1.7221 0.669 9.1569 10.21 -0.119
570 2000-06-01 9.52 8.9636 9.52 1.4349 0.6716 8.7567 9.52 -0.1263
571 2000-07-01 9.26 8.9662 9.26 2.003 0.6743 7.9313 9.26 -0.1336
572 2000-08-01 9.2 8.9689 9.2 2.4991 0.677 7.3778 9.2 -0.1409
573 2000-09-01 8.27 8.9715 8.27 1.8027 0.6796 7.1469 8.27 -0.1482
574 2000-10-01 8.57 8.9742 8.57 1.2767 0.6823 7.9756 8.57 -0.1555
575 2000-11-01 7.57 8.9768 7.57 -1.2911 0.6849 9.546 7.57 -0.1628
576 2000-12-01 9.13 8.9795 9.13 -0.5442 0.6876 10.3617 9.13 -0.1701
577 2001-01-01 7.68 8.9822 7.68 -1.4399 0.6902 9.8102 7.68 -0.1773
578 2001-02-01 9.1 8.9848 9.1 0.1334 0.6929 9.6595 9.1 -0.1846
579 2001-03-01 10.31 8.9875 10.31 0.9919 0.6956 10.0136 10.31 -0.1919
580 2001-04-01 11.63 8.9901 11.63 2.3585 0.6982 9.9697 11.63 -0.1992
581 2001-05-01 10.06 8.9928 10.06 1.5721 0.7009 9.1888 10.06 -0.2065
582 2001-06-01 11.07 8.9954 11.07 2.9849 0.7035 8.7886 11.07 -0.2138
583 2001-07-01 9.19 8.9981 9.19 1.933 0.7062 7.9632 9.19 -0.2211
584 2001-08-01 8.39 9.0008 8.39 1.6891 0.7088 7.4097 8.39 -0.2284
585 2001-09-01 7.74 9.0034 7.74 1.2727 0.7115 7.1788 7.74 -0.2356
586 2001-10-01 10.19 9.0061 10.19 2.8967 0.7142 8.0075 10.19 -0.2429
587 2001-11-01 8.82 9.0087 8.82 -0.0411 0.7168 9.5779 8.82 -0.2502
588 2001-12-01 11.71 9.0114 11.71 2.0358 0.7195 10.3936 11.71 -0.2575
589 2002-01-01 9.48 9.014 9.48 0.3601 0.7221 9.8421 9.48 -0.2648
590 2002-02-01 9.46 9.0167 9.46 0.4934 0.7248 9.6914 9.46 -0.2721
591 2002-03-01 12.58 9.0194 12.58 3.2619 0.7274 10.0455 12.58 -0.2794
592 2002-04-01 10.73 9.022 10.73 1.4585 0.7301 10.0016 10.73 -0.2867
593 2002-05-01 10.17 9.0247 10.17 1.6821 0.7328 9.2207 10.17 -0.294
594 2002-06-01 9.36 9.0273 9.36 1.2749 0.7354 8.8205 9.36 -0.3012
595 2002-07-01 7.85 9.03 7.85 0.593 0.7381 7.9951 7.85 -0.3085
596 2002-08-01 7.22 9.0326 7.22 0.5191 0.7407 7.4416 7.22 -0.3158
597 2002-09-01 7.98 9.0353 7.98 1.5127 0.7434 7.2107 7.98 -0.3231
