"id" "date" "base" "base_trend+meanShift.ref" "base_mean_adj.ref" "base_trend+meanShift.base" "base_mean_adj.base" "base_anomaly" "fit_of_base_anomaly" "annualC+meanShifts" "QM_adjusted" "fit_of_deseason_base"
466 1992-10-01 5.95 5.9744 7.3599 5.8107 7.7202 -1.0364 -1.9707 5.0157 7.5257 -0.9533
467 1992-11-01 4.77 5.9737 6.1799 5.8095 6.5402 -1.8865 -1.972 4.6846 6.3457 -0.9511
468 1992-12-01 4.7 5.9731 6.1099 5.8082 6.4702 -1.852 -1.9732 4.5788 6.2757 -0.9489
469 1993-01-01 5.42 5.9724 6.8299 5.8069 7.1902 -0.7766 -1.9745 4.2221 6.9957 -0.9466
470 1993-02-01 4.84 5.9718 6.2499 5.8057 6.6102 -2.2466 -1.9758 5.1109 6.4157 -0.9444
471 1993-03-01 9.72 8.7542 8.3468 8.609 8.686 1.0526 0.8276 9.495 7.8054 -0.9422
472 1993-04-01 10.2 8.7535 8.8268 8.6077 9.166 0.8859 0.8263 10.1404 8.2854 -0.9399
473 1993-05-01 9.82 8.7529 8.4468 8.6064 8.786 0.7021 0.825 9.9429 7.9054 -0.9377
474 1993-06-01 9.7 8.7522 8.3268 8.6052 8.666 0.9329 0.8238 9.5909 7.7854 -0.9355
475 1993-07-01 9.27 8.7515 7.8968 8.6039 8.236 0.608 0.8225 9.4845 7.3554 -0.9332
476 1993-08-01 10.15 8.7509 8.7768 8.6026 9.116 2.0243 0.8212 8.947 8.2354 -0.931
477 1993-09-01 7.46 8.7502 6.0868 8.6014 6.426 0.2154 0.82 8.0645 5.5454 -0.9288
478 1993-10-01 5.6 8.7496 4.2268 8.6001 4.566 -1.3864 0.8187 7.8051 3.6854 -0.9265
479 1993-11-01 6.2 8.7489 4.8268 8.5988 5.166 -0.4565 0.8174 7.474 4.2854 -0.9243
480 1993-12-01 7.17 8.7482 5.7968 8.5976 6.136 0.618 0.8162 7.3682 5.2554 -0.9221
481 1994-01-01 5.98 8.7476 4.6068 8.5963 4.946 -0.2166 0.8149 7.0115 4.0654 -0.9198
482 1994-02-01 9.13 8.7469 7.7568 8.595 8.096 2.0434 0.8136 7.9003 7.2154 -0.9176
483 1994-03-01 10.46 8.7463 9.0868 8.5938 9.426 1.7926 0.8124 9.4798 8.5454 -0.9154
484 1994-04-01 9.96 8.7456 8.5868 8.5925 8.926 0.6459 0.8111 10.1252 8.0454 -0.9132
485 1994-05-01 11.13 8.7449 9.7568 8.5913 10.096 2.0121 0.8098 9.9278 9.2154 -0.9109
486 1994-06-01 10.37 8.7443 8.9968 8.59 9.336 1.6029 0.8086 9.5757 8.4554 -0.9087
487 1994-07-01 11.86 10.4453 8.7851 10.5214 8.8935 3.198 2.74 11.402 9.0204 -0.9065
488 1994-08-01 11.83 10.4447 8.7551 10.5202 8.8635 3.7043 2.7388 10.8645 8.9904 -0.9042
489 1994-09-01 9.34 10.444 6.2651 10.5189 6.3735 2.0954 2.7375 9.9821 6.5004 -0.902
490 1994-10-01 10.3 10.4433 7.2251 10.5176 7.3335 3.3136 2.7362 9.7226 7.4604 -0.8998
491 1994-11-01 12.45 10.4427 9.3751 10.5164 9.4835 5.7935 2.735 9.3915 9.6104 -0.8975
492 1994-12-01 9.15 10.442 6.0751 10.5151 6.1835 2.598 2.7337 9.2857 6.3104 -0.8953
493 1995-01-01 6.45 10.4414 3.3751 10.5138 3.4835 0.2534 2.7324 8.929 3.6104 -0.8931
494 1995-02-01 8.27 10.4407 5.1951 10.5126 5.3035 1.1834 2.7312 9.8178 5.4304 -0.8908
495 1995-03-01 10.4 10.44 7.3251 10.5113 7.4335 1.7326 2.7299 11.3973 7.5604 -0.8886
496 1995-04-01 11.74 10.4394 8.6651 10.51 8.7735 2.4259 2.7286 12.0427 8.9004 -0.8864
497 1995-05-01 13.96 10.4387 10.8851 10.5088 10.9935 4.8421 2.7274 11.8453 11.1204 -0.8841
498 1995-06-01 12.71 10.4381 9.6351 10.5075 9.7435 3.9429 2.7261 11.4932 9.8704 -0.8819
499 1995-07-01 13.12 10.4374 10.0451 10.5062 10.1535 4.458 2.7248 11.3868 10.2804 -0.8797
500 1995-08-01 10.61 10.4367 7.5351 10.505 7.6435 2.4843 2.7236 10.8493 7.7704 -0.8774
501 1995-09-01 9.69 10.4361 6.6151 10.5037 6.7235 2.4454 2.7223 9.9669 6.8504 -0.8752
502 1995-10-01 9.71 10.4354 6.6351 10.5024 6.7435 2.7236 2.721 9.7074 6.8704 -0.873
503 1995-11-01 9.26 10.4347 6.1851 10.5012 6.2935 2.6035 2.7198 9.3763 6.4204 -0.8707
504 1995-12-01 8.07 10.4341 4.9951 10.4999 5.1035 1.518 2.7185 9.2705 5.2304 -0.8685
505 1996-01-01 8.25 10.4334 5.1751 10.4987 5.2835 2.0534 2.7172 8.9139 5.4104 -0.8663
506 1996-02-01 9.58 10.4328 6.5051 10.4974 6.6135 2.4934 2.716 9.8026 6.7404 -0.864
507 1996-03-01 10.06 10.4321 6.9851 10.4961 7.0935 1.3926 2.7147 11.3821 7.2204 -0.8618
508 1996-04-01 12.18 10.4314 9.1051 10.4949 9.2135 2.8659 2.7134 12.0275 9.3404 -0.8596
509 1996-05-01 11.99 10.4308 8.9151 10.4936 9.0235 2.8721 2.7122 11.8301 9.1504 -0.8573
510 1996-06-01 11.7 10.4301 8.6251 10.4923 8.7335 2.9329 2.7109 11.478 8.8604 -0.8551
511 1996-07-01 14.1 10.4295 11.0251 10.4911 11.1335 5.438 2.7096 11.3716 11.2604 -0.8529
512 1996-08-01 12.33 10.4288 9.2551 10.4898 9.3635 4.2043 2.7084 10.8341 9.4904 -0.8506
513 1996-09-01 9.94 10.4281 6.8651 10.4885 6.9735 2.6954 2.7071 9.9517 7.1004 -0.8484
514 1996-10-01 10.26 10.4275 7.1851 10.4873 7.2935 3.2736 2.7058 9.6922 7.4204 -0.8462
515 1996-11-01 8.03 10.4268 4.9551 10.486 5.0635 1.3735 2.7046 9.3611 5.1904 -0.844
516 1996-12-01 7.85 10.4261 4.7751 10.4847 4.8835 1.298 2.7033 9.2553 5.0104 -0.8417
517 1997-01-01 6.73 10.4255 3.6551 10.4835 3.7635 0.5334 2.702 8.8987 3.8904 -0.8395
518 1997-02-01 8.29 10.4248 5.2151 10.4822 5.3235 1.2034 2.7008 9.7874 5.4504 -0.8373
519 1997-03-01 13.06 10.4242 9.9851 10.4809 10.0935 4.3926 2.6995 11.3669 10.2204 -0.835
520 1997-04-01 11.4 10.4235 8.3251 10.4797 8.4335 2.0859 2.6983 12.0123 8.5604 -0.8328
521 1997-05-01 8.59 7.3479 8.59 7.5123 8.59 -0.5279 -0.2691 8.8488 8.59 -0.8306
522 1997-06-01 9.17 7.3473 9.17 7.511 9.17 0.4029 -0.2704 8.4967 9.17 -0.8283
523 1997-07-01 8.43 7.3466 8.43 7.5097 8.43 -0.232 -0.2717 8.3903 8.43 -0.8261
524 1997-08-01 7.84 7.346 7.84 7.5085 7.84 -0.2857 -0.2729 7.8528 7.84 -0.8239
525 1997-09-01 7 7.3453 7 7.5072 7 -0.2446 -0.2742 6.9704 7 -0.8216
526 1997-10-01 8.21 7.3446 8.21 7.5059 8.21 1.2236 -0.2755 6.7109 8.21 -0.8194
527 1997-11-01 4.67 7.344 4.67 7.5047 4.67 -1.9865 -0.2767 6.3798 4.67 -0.8172
528 1997-12-01 6.02 7.3433 6.02 7.5034 6.02 -0.532 -0.278 6.274 6.02 -0.8149
529 1998-01-01 6.52 7.3427 6.52 7.5021 6.52 0.3234 -0.2793 5.9173 6.52 -0.8127
530 1998-02-01 7.22 7.342 7.22 7.5009 7.22 0.1334 -0.2805 6.8061 7.22 -0.8105
531 1998-03-01 6.62 7.3413 6.62 7.4996 6.62 -2.0474 -0.2818 8.3856 6.62 -0.8082
532 1998-04-01 8.06 7.3407 8.06 7.4983 8.06 -1.2541 -0.2831 9.031 8.06 -0.806
533 1998-05-01 8.61 7.34 8.61 7.4971 8.61 -0.5079 -0.2843 8.8336 8.61 -0.8038
534 1998-06-01 8.49 7.3393 8.49 7.4958 8.49 -0.2771 -0.2856 8.4815 8.49 -0.8015
535 1998-07-01 8.19 7.3387 8.19 7.4945 8.19 -0.472 -0.2869 8.3751 8.19 -0.7993
536 1998-08-01 8.54 7.338 8.54 7.4933 8.54 0.4143 -0.2881 7.8376 8.54 -0.7971
537 1998-09-01 7.01 7.3374 7.01 7.492 7.01 -0.2346 -0.2894 6.9552 7.01 -0.7948
538 1998-10-01 5.75 7.3367 5.75 7.4908 5.75 -1.2364 -0.2907 6.6957 5.75 -0.7926
539 1998-11-01 5.88 7.336 5.88 7.4895 5.88 -0.7765 -0.2919 6.3646 5.88 -0.7904
540 1998-12-01 8 7.3354 8 7.4882 8 1.448 -0.2932 6.2588 8 -0.7881
541 1999-01-01 5.83 7.3347 5.83 7.487 5.83 -0.3666 -0.2945 5.9022 5.83 -0.7859
542 1999-02-01 11.09 7.3341 11.09 7.4857 11.09 4.0034 -0.2957 6.7909 11.09 -0.7837
543 1999-03-01 10.21 7.3334 10.21 7.4844 10.21 1.5426 -0.297 8.3704 10.21 -0.7814
544 1999-04-01 8.99 7.3327 8.99 7.4832 8.99 -0.3241 -0.2983 9.0158 8.99 -0.7792
545 1999-05-01 8.69 7.3321 8.69 7.4819 8.69 -0.4279 -0.2995 8.8184 8.69 -0.777
546 1999-06-01 7.7 7.3314 7.7 7.4806 7.7 -1.0671 -0.3008 8.4663 7.7 -0.7747
547 1999-07-01 7.99 7.3308 7.99 7.4794 7.99 -0.672 -0.3021 8.3599 7.99 -0.7725
548 1999-08-01 7.35 7.3301 7.35 7.4781 7.35 -0.7757 -0.3033 7.8224 7.35 -0.7703
549 1999-09-01 8.2 7.3294 8.2 7.4768 8.2 0.9554 -0.3046 6.94 8.2 -0.7681
550 1999-10-01 7.23 7.3288 7.23 7.4756 7.23 0.2436 -0.3058 6.6805 7.23 -0.7658
551 1999-11-01 4.52 7.3281 4.52 7.4743 4.52 -2.1365 -0.3071 6.3494 4.52 -0.7636
552 1999-12-01 6 7.3274 6 7.473 6 -0.552 -0.3084 6.2436 6 -0.7614
553 2000-01-01 6.3 7.3268 6.3 7.4718 6.3 0.1034 -0.3096 5.887 6.3 -0.7591
554 2000-02-01 6.13 7.3261 6.13 7.4705 6.13 -0.9566 -0.3109 6.7757 6.13 -0.7569
555 2000-03-01 8.37 7.3255 8.37 7.4692 8.37 -0.2974 -0.3122 8.3552 8.37 -0.7547
556 2000-04-01 9.09 7.3248 9.09 7.468 9.09 -0.2241 -0.3134 9.0006 9.09 -0.7524
557 2000-05-01 9.54 7.3241 9.54 7.4667 9.54 0.4221 -0.3147 8.8032 9.54 -0.7502
558 2000-06-01 10.16 7.3235 10.16 7.4654 10.16 1.3929 -0.316 8.4512 10.16 -0.748
559 2000-07-01 8.53 7.3228 8.53 7.4642 8.53 -0.132 -0.3172 8.3447 8.53 -0.7457
560 2000-08-01 8.3 7.3222 8.3 7.4629 8.3 0.1743 -0.3185 7.8072 8.3 -0.7435
561 2000-09-01 6.51 7.3215 6.51 7.4616 6.51 -0.7346 -0.3198 6.9248 6.51 -0.7413
562 2000-10-01 7.06 7.3208 7.06 7.4604 7.06 0.0736 -0.321 6.6653 7.06 -0.739
563 2000-11-01 4.08 7.3202 4.08 7.4591 4.08 -2.5765 -0.3223 6.3342 4.08 -0.7368
564 2000-12-01 3.54 7.3195 3.54 7.4578 3.54 -3.012 -0.3236 6.2284 3.54 -0.7346
565 2001-01-01 4.48 7.3188 4.48 7.4566 4.48 -1.7166 -0.3248 5.8718 4.48 -0.7323
566 2001-02-01 6.41 7.3182 6.41 7.4553 6.41 -0.6766 -0.3261 6.7605 6.41 -0.7301
567 2001-03-01 8.14 7.3175 8.14 7.454 8.14 -0.5274 -0.3274 8.34 8.14 -0.7279
568 2001-04-01 9.67 7.3169 9.67 7.4528 9.67 0.3559 -0.3286 8.9854 9.67 -0.7256
569 2001-05-01 8.93 7.3162 8.93 7.4515 8.93 -0.1879 -0.3299 8.788 8.93 -0.7234
570 2001-06-01 8.86 7.3155 8.86 7.4503 8.86 0.0929 -0.3312 8.436 8.86 -0.7212
571 2001-07-01 8.17 7.3149 8.17 7.449 8.17 -0.492 -0.3324 8.3296 8.17 -0.7189
572 2001-08-01 9.44 7.3142 9.44 7.4477 9.44 1.3143 -0.3337 7.7921 9.44 -0.7167
573 2001-09-01 7.85 7.3136 7.85 7.4465 7.85 0.6054 -0.335 6.9096 7.85 -0.7145
574 2001-10-01 7.48 7.3129 7.48 7.4452 7.48 0.4936 -0.3362 6.6502 7.48 -0.7122
575 2001-11-01 6.9 7.3122 6.9 7.4439 6.9 0.2435 -0.3375 6.3191 6.9 -0.71
576 2001-12-01 6.14 7.3116 6.14 7.4427 6.14 -0.412 -0.3388 6.2132 6.14 -0.7078
577 2002-01-01 5.45 7.3109 5.45 7.4414 5.45 -0.7466 -0.34 5.8566 5.45 -0.7055
578 2002-02-01 6.74 7.3103 6.74 7.4401 6.74 -0.3466 -0.3413 6.7453 6.74 -0.7033
579 2002-03-01 7.14 7.3096 7.14 7.4389 7.14 -1.5274 -0.3426 8.3248 7.14 -0.7011
580 2002-04-01 8.89 7.3089 8.89 7.4376 8.89 -0.4241 -0.3438 8.9702 8.89 -0.6989
581 2002-05-01 8.81 7.3083 8.81 7.4363 8.81 -0.3079 -0.3451 8.7728 8.81 -0.6966
582 2002-06-01 9.92 7.3076 9.92 7.4351 9.92 1.1529 -0.3464 8.4208 9.92 -0.6944
583 2002-07-01 8.81 7.3069 8.81 7.4338 8.81 0.148 -0.3476 8.3144 8.81 -0.6922
584 2002-08-01 8.62 7.3063 8.62 7.4325 8.62 0.4943 -0.3489 7.7769 8.62 -0.6899
585 2002-09-01 8.34 7.3056 8.34 7.4313 8.34 1.0954 -0.3501 6.8944 8.34 -0.6877
586 2002-10-01 4.84 7.305 4.84 7.43 4.84 -2.1464 -0.3514 6.635 4.84 -0.6855
587 2002-11-01 5.18 7.3043 5.18 7.4287 5.18 -1.4765 -0.3527 6.3039 5.18 -0.6832
588 2002-12-01 5.64 7.3036 5.64 7.4275 5.64 -0.912 -0.3539 6.198 5.64 -0.681
589 2003-01-01 4.99 7.303 4.99 7.4262 4.99 -1.2066 -0.3552 5.8414 4.99 -0.6788
590 2003-02-01 4.96 7.3023 4.96 7.4249 4.96 -2.1266 -0.3565 6.7301 4.96 -0.6765
591 2003-03-01 10.06 7.3017 10.06 7.4237 10.06 1.3926 -0.3577 8.3097 10.06 -0.6743
592 2003-04-01 9.91 7.301 9.91 7.4224 9.91 0.5959 -0.359 8.9551 9.91 -0.6721
593 2003-05-01 8.89 7.3003 8.89 7.4211 8.89 -0.2279 -0.3603 8.7576 8.89 -0.6698
594 2003-06-01 10.23 7.2997 10.23 7.4199 10.23 1.4629 -0.3615 8.4056 10.23 -0.6676
595 2003-07-01 8.45 7.299 8.45 7.4186 8.45 -0.212 -0.3628 8.2992 8.45 -0.6654
596 2003-08-01 8.75 7.2983 8.75 7.4173 8.75 0.6243 -0.3641 7.7617 8.75 -0.6631
597 2003-09-01 7.55 7.2977 7.55 7.4161 7.55 0.3054 -0.3653 6.8793 7.55 -0.6609
598 2003-10-01 7.87 7.297 7.87 7.4148 7.87 0.8836 -0.3666 6.6198 7.87 -0.6587
599 2003-11-01 5.37 7.2964 5.37 7.4135 5.37 -1.2865 -0.3679 6.2887 5.37 -0.6564
600 2003-12-01 6.91 7.2957 6.91 7.4123 6.91 0.358 -0.3691 6.1829 6.91 -0.6542
601 2004-01-01 4.23 7.295 4.23 7.411 4.23 -1.9666 -0.3704 5.8262 4.23 -0.652
602 2004-02-01 4.78 7.2944 4.78 7.4098 4.78 -2.3066 -0.3717 6.715 4.78 -0.6497
603 2004-03-01 8.46 7.2937 8.46 7.4085 8.46 -0.2074 -0.3729 8.2945 8.46 -0.6475
604 2004-04-01 8.13 7.2931 8.13 7.4072 8.13 -1.1841 -0.3742 8.9399 8.13 -0.6453
605 2004-05-01 8.19 7.2924 8.19 7.406 8.19 -0.9279 -0.3755 8.7425 8.19 -0.643
606 2004-06-01 8.84 7.2917 8.84 7.4047 8.84 0.0729 -0.3767 8.3904 8.84 -0.6408
607 2004-07-01 9.19 7.2911 9.19 7.4034 9.19 0.528 -0.378 8.284 9.19 -0.6386
608 2004-08-01 6.65 7.2904 6.65 7.4022 6.65 -1.4757 -0.3793 7.7465 6.65 -0.6363
609 2004-09-01 6.41 7.2898 6.41 7.4009 6.41 -0.8346 -0.3805 6.8641 6.41 -0.6341
610 2004-10-01 5.91 7.2891 5.91 7.3996 5.91 -1.0764 -0.3818 6.6046 5.91 -0.6319
611 2004-11-01 5.24 7.2884 5.24 7.3984 5.24 -1.4165 -0.3831 6.2735 5.24 -0.6297
612 2004-12-01 4.57 7.2878 4.57 7.3971 4.57 -1.982 -0.3843 6.1677 4.57 -0.6274
